order_item_id,transaction_id,product_id,quantity,unit_price,total_amount
ITEM_00011984,TRANS_003907,PROD_1622,3,33.4,100.2
ITEM_00011985,TRANS_003907,PROD_0431,4,35.9,143.6
ITEM_00011986,TRANS_003907,PROD_1146,3,53.09,159.27
ITEM_00011987,TRANS_003907,PROD_0161,1,65.88,65.88
ITEM_00011988,TRANS_003907,PROD_1157,1,85.1,85.1
ITEM_00011989,TRANS_003908,PROD_0390,4,143.53,574.12
ITEM_00011990,TRANS_003908,PROD_0854,3,422.03,1266.09
ITEM_00011991,TRANS_003908,PROD_0734,3,28.16,84.48
ITEM_00011992,TRANS_003909,PROD_1517,4,47.26,189.04
ITEM_00011993,TRANS_003909,PROD_1105,2,123.93,247.86
ITEM_00011994,TRANS_003910,PROD_0999,1,506.24,506.24
ITEM_00011995,TRANS_003911,PROD_0922,3,189.4,568.2
ITEM_00011996,TRANS_003911,PROD_0103,1,23.43,23.43
ITEM_00011997,TRANS_003912,PROD_0830,3,133.67,401.01
ITEM_00011998,TRANS_003912,PROD_1577,3,45.81,137.43
ITEM_00011999,TRANS_003913,PROD_1760,1,41.11,41.11
ITEM_00012000,TRANS_003913,PROD_1658,2,94.06,188.12
ITEM_00012001,TRANS_003913,PROD_0238,2,181.42,362.84
ITEM_00012002,TRANS_003914,PROD_1658,4,94.06,376.24
ITEM_00012003,TRANS_003914,PROD_1271,4,61.94,247.76
ITEM_00012004,TRANS_003914,PROD_1109,1,123.31,123.31
ITEM_00012005,TRANS_003914,PROD_0493,2,116.28,232.56
ITEM_00012006,TRANS_003915,PROD_1714,2,65.27,130.54
ITEM_00012007,TRANS_003915,PROD_0262,3,33.91,101.73
ITEM_00012008,TRANS_003916,PROD_1104,2,14.41,28.82
ITEM_00012009,TRANS_003917,PROD_0056,2,24.54,49.08
ITEM_00012010,TRANS_003918,PROD_1045,4,1181.21,4724.84
ITEM_00012011,TRANS_003918,PROD_0942,2,108.4,216.8
ITEM_00012012,TRANS_003918,PROD_1282,2,70.58,141.16
ITEM_00012013,TRANS_003918,PROD_0021,1,86.48,86.48
ITEM_00012014,TRANS_003918,PROD_1781,1,137.7,137.7
ITEM_00012015,TRANS_003919,PROD_1152,2,57.22,114.44
ITEM_00012016,TRANS_003920,PROD_0247,4,1456.25,5825.0
ITEM_00012017,TRANS_003920,PROD_1012,1,37.65,37.65
ITEM_00012018,TRANS_003921,PROD_1422,1,40.79,40.79
ITEM_00012019,TRANS_003921,PROD_1173,1,50.32,50.32
ITEM_00012020,TRANS_003921,PROD_1697,4,1476.1,5904.4
ITEM_00012021,TRANS_003922,PROD_1256,4,284.4,1137.6
ITEM_00012022,TRANS_003923,PROD_0931,2,909.58,1819.16
ITEM_00012023,TRANS_003923,PROD_0513,1,141.63,141.63
ITEM_00012024,TRANS_003924,PROD_0103,1,23.43,23.43
ITEM_00012025,TRANS_003925,PROD_0651,1,1257.24,1257.24
ITEM_00012026,TRANS_003925,PROD_0582,2,169.17,338.34
ITEM_00012027,TRANS_003925,PROD_1834,1,55.78,55.78
ITEM_00012028,TRANS_003926,PROD_0339,3,70.89,212.67
ITEM_00012029,TRANS_003926,PROD_1107,3,1332.46,3997.38
ITEM_00012030,TRANS_003926,PROD_1272,3,149.12,447.36
ITEM_00012031,TRANS_003927,PROD_1717,3,736.78,2210.34
ITEM_00012032,TRANS_003927,PROD_1611,4,15.83,63.32
ITEM_00012033,TRANS_003927,PROD_1580,2,59.22,118.44
ITEM_00012034,TRANS_003927,PROD_1984,4,96.48,385.92
ITEM_00012035,TRANS_003928,PROD_1817,3,450.56,1351.68
ITEM_00012036,TRANS_003928,PROD_1783,4,509.13,2036.52
ITEM_00012037,TRANS_003928,PROD_0362,2,86.19,172.38
ITEM_00012038,TRANS_003928,PROD_0385,3,31.51,94.53
ITEM_00012039,TRANS_003928,PROD_0789,1,85.52,85.52
ITEM_00012040,TRANS_003928,PROD_1578,1,816.53,816.53
ITEM_00012041,TRANS_003929,PROD_0572,2,86.86,173.72
ITEM_00012042,TRANS_003929,PROD_1286,1,286.41,286.41
ITEM_00012043,TRANS_003929,PROD_0817,3,102.31,306.93
ITEM_00012044,TRANS_003930,PROD_0515,3,41.77,125.31
ITEM_00012045,TRANS_003931,PROD_1612,4,153.48,613.92
ITEM_00012046,TRANS_003931,PROD_1677,2,189.96,379.92
ITEM_00012047,TRANS_003932,PROD_0556,1,65.05,65.05
ITEM_00012048,TRANS_003932,PROD_0186,1,63.15,63.15
ITEM_00012049,TRANS_003932,PROD_1644,3,28.19,84.57
ITEM_00012050,TRANS_003933,PROD_1835,4,141.06,564.24
ITEM_00012051,TRANS_003933,PROD_0363,3,444.62,1333.86
ITEM_00012052,TRANS_003933,PROD_0383,4,329.74,1318.96
ITEM_00012053,TRANS_003933,PROD_0858,3,630.8,1892.4
ITEM_00012054,TRANS_003933,PROD_0824,4,167.95,671.8
ITEM_00012055,TRANS_003934,PROD_0111,1,88.4,88.4
ITEM_00012056,TRANS_003934,PROD_0319,4,168.03,672.12
ITEM_00012057,TRANS_003934,PROD_1594,4,29.06,116.24
ITEM_00012058,TRANS_003935,PROD_0326,3,39.91,119.73
ITEM_00012059,TRANS_003935,PROD_1001,3,103.44,310.32
ITEM_00012060,TRANS_003935,PROD_0522,4,128.85,515.4
ITEM_00012061,TRANS_003935,PROD_0667,1,307.17,307.17
ITEM_00012062,TRANS_003935,PROD_0621,3,113.62,340.86
ITEM_00012063,TRANS_003935,PROD_1088,2,37.21,74.42
ITEM_00012064,TRANS_003935,PROD_1576,2,814.77,1629.54
ITEM_00012065,TRANS_003935,PROD_0359,3,107.22,321.66
ITEM_00012066,TRANS_003935,PROD_0993,2,80.47,160.94
ITEM_00012067,TRANS_003936,PROD_0780,2,110.27,220.54
ITEM_00012068,TRANS_003936,PROD_1661,2,1028.4,2056.8
ITEM_00012069,TRANS_003936,PROD_1758,1,86.99,86.99
ITEM_00012070,TRANS_003937,PROD_0943,3,140.68,422.04
ITEM_00012071,TRANS_003937,PROD_1537,1,427.94,427.94
ITEM_00012072,TRANS_003937,PROD_1452,1,86.54,86.54
ITEM_00012073,TRANS_003937,PROD_0646,3,8.56,25.68
ITEM_00012074,TRANS_003938,PROD_0602,3,12.84,38.52
ITEM_00012075,TRANS_003939,PROD_1186,4,33.06,132.24
ITEM_00012076,TRANS_003940,PROD_1572,3,395.2,1185.6
ITEM_00012077,TRANS_003940,PROD_1105,4,123.93,495.72
ITEM_00012078,TRANS_003941,PROD_1557,3,126.98,380.94
ITEM_00012079,TRANS_003941,PROD_1499,4,86.8,347.2
ITEM_00012080,TRANS_003942,PROD_1074,1,19.33,19.33
ITEM_00012081,TRANS_003942,PROD_1759,3,1075.85,3227.55
ITEM_00012082,TRANS_003943,PROD_1975,4,901.4,3605.6
ITEM_00012083,TRANS_003943,PROD_0637,4,90.15,360.6
ITEM_00012084,TRANS_003943,PROD_0080,2,76.88,153.76
ITEM_00012085,TRANS_003944,PROD_0552,3,12.85,38.55
ITEM_00012086,TRANS_003944,PROD_1781,2,137.7,275.4
ITEM_00012087,TRANS_003944,PROD_1585,1,161.11,161.11
ITEM_00012088,TRANS_003944,PROD_0097,1,65.13,65.13
ITEM_00012089,TRANS_003944,PROD_0912,4,92.74,370.96
ITEM_00012090,TRANS_003945,PROD_0198,4,181.77,727.08
ITEM_00012091,TRANS_003945,PROD_0179,1,59.35,59.35
ITEM_00012092,TRANS_003945,PROD_1755,2,92.82,185.64
ITEM_00012093,TRANS_003946,PROD_0423,3,244.44,733.32
ITEM_00012094,TRANS_003946,PROD_0267,3,1417.14,4251.42
ITEM_00012095,TRANS_003946,PROD_1823,4,729.61,2918.44
ITEM_00012096,TRANS_003947,PROD_1232,2,94.37,188.74
ITEM_00012097,TRANS_003947,PROD_0665,4,20.32,81.28
ITEM_00012098,TRANS_003947,PROD_0459,2,65.45,130.9
ITEM_00012099,TRANS_003947,PROD_1128,3,113.51,340.53
ITEM_00012100,TRANS_003948,PROD_0487,1,145.97,145.97
ITEM_00012101,TRANS_003948,PROD_0968,4,1459.04,5836.16
ITEM_00012102,TRANS_003948,PROD_0211,2,1200.21,2400.42
ITEM_00012103,TRANS_003948,PROD_0504,4,29.77,119.08
ITEM_00012104,TRANS_003949,PROD_0208,3,58.37,175.11
ITEM_00012105,TRANS_003950,PROD_0415,2,46.11,92.22
ITEM_00012106,TRANS_003950,PROD_0787,3,1485.58,4456.74
ITEM_00012107,TRANS_003950,PROD_0336,4,482.55,1930.2
ITEM_00012108,TRANS_003950,PROD_0114,1,80.6,80.6
ITEM_00012109,TRANS_003951,PROD_0466,3,326.25,978.75
ITEM_00012110,TRANS_003952,PROD_0540,4,93.52,374.08
ITEM_00012111,TRANS_003952,PROD_0245,3,18.58,55.74
ITEM_00012112,TRANS_003952,PROD_0671,3,301.32,903.96
ITEM_00012113,TRANS_003952,PROD_1683,2,234.31,468.62
ITEM_00012114,TRANS_003952,PROD_0648,4,69.64,278.56
ITEM_00012115,TRANS_003952,PROD_0875,3,78.98,236.94
ITEM_00012116,TRANS_003953,PROD_1107,3,1332.46,3997.38
ITEM_00012117,TRANS_003953,PROD_1948,3,192.58,577.74
ITEM_00012118,TRANS_003953,PROD_0301,1,402.63,402.63
ITEM_00012119,TRANS_003953,PROD_1040,4,57.3,229.2
ITEM_00012120,TRANS_003953,PROD_0242,2,31.69,63.38
ITEM_00012121,TRANS_003953,PROD_1193,4,338.44,1353.76
ITEM_00012122,TRANS_003954,PROD_0418,1,315.56,315.56
ITEM_00012123,TRANS_003954,PROD_1808,4,218.22,872.88
ITEM_00012124,TRANS_003955,PROD_1795,3,20.08,60.24
ITEM_00012125,TRANS_003955,PROD_1801,2,45.83,91.66
ITEM_00012126,TRANS_003956,PROD_0348,4,97.82,391.28
ITEM_00012127,TRANS_003956,PROD_1804,4,535.6,2142.4
ITEM_00012128,TRANS_003957,PROD_0678,1,1187.1,1187.1
ITEM_00012129,TRANS_003957,PROD_1709,4,28.01,112.04
ITEM_00012130,TRANS_003958,PROD_1698,4,144.08,576.32
ITEM_00012131,TRANS_003958,PROD_1061,1,51.19,51.19
ITEM_00012132,TRANS_003959,PROD_0150,1,304.82,304.82
ITEM_00012133,TRANS_003960,PROD_1294,4,139.03,556.12
ITEM_00012134,TRANS_003960,PROD_1455,2,81.03,162.06
ITEM_00012135,TRANS_003961,PROD_0348,1,97.82,97.82
ITEM_00012136,TRANS_003962,PROD_1763,1,165.15,165.15
ITEM_00012137,TRANS_003963,PROD_0071,4,228.83,915.32
ITEM_00012138,TRANS_003963,PROD_0214,1,595.88,595.88
ITEM_00012139,TRANS_003964,PROD_0941,4,87.27,349.08
ITEM_00012140,TRANS_003964,PROD_0513,2,141.63,283.26
ITEM_00012141,TRANS_003965,PROD_1437,2,25.45,50.9
ITEM_00012142,TRANS_003965,PROD_1040,4,57.3,229.2
ITEM_00012143,TRANS_003965,PROD_1592,1,86.83,86.83
ITEM_00012144,TRANS_003965,PROD_0268,2,112.05,224.1
ITEM_00012145,TRANS_003965,PROD_0466,3,326.25,978.75
ITEM_00012146,TRANS_003966,PROD_0782,1,846.63,846.63
ITEM_00012147,TRANS_003967,PROD_0250,3,109.12,327.36
ITEM_00012148,TRANS_003967,PROD_0572,4,86.86,347.44
ITEM_00012149,TRANS_003968,PROD_0303,2,64.79,129.58
ITEM_00012150,TRANS_003969,PROD_1912,1,5.67,5.67
ITEM_00012151,TRANS_003969,PROD_1641,1,37.04,37.04
ITEM_00012152,TRANS_003969,PROD_0937,1,105.83,105.83
ITEM_00012153,TRANS_003970,PROD_1717,1,736.78,736.78
ITEM_00012154,TRANS_003970,PROD_1040,1,57.3,57.3
ITEM_00012155,TRANS_003971,PROD_1142,1,147.22,147.22
ITEM_00012156,TRANS_003972,PROD_0452,4,43.21,172.84
ITEM_00012157,TRANS_003973,PROD_0113,3,98.64,295.92
ITEM_00012158,TRANS_003973,PROD_0572,2,86.86,173.72
ITEM_00012159,TRANS_003973,PROD_1146,2,53.09,106.18
ITEM_00012160,TRANS_003973,PROD_1925,4,409.93,1639.72
ITEM_00012161,TRANS_003974,PROD_0271,1,126.36,126.36
ITEM_00012162,TRANS_003974,PROD_0877,2,59.42,118.84
ITEM_00012163,TRANS_003974,PROD_0333,2,76.57,153.14
ITEM_00012164,TRANS_003975,PROD_0482,2,66.28,132.56
ITEM_00012165,TRANS_003975,PROD_1975,3,901.4,2704.2
ITEM_00012166,TRANS_003975,PROD_0733,3,135.36,406.08
ITEM_00012167,TRANS_003975,PROD_0730,3,183.74,551.22
ITEM_00012168,TRANS_003975,PROD_0172,3,26.07,78.21
ITEM_00012169,TRANS_003975,PROD_0980,4,24.52,98.08
ITEM_00012170,TRANS_003975,PROD_0002,1,343.38,343.38
ITEM_00012171,TRANS_003976,PROD_0606,4,170.68,682.72
ITEM_00012172,TRANS_003976,PROD_0958,2,58.61,117.22
ITEM_00012173,TRANS_003976,PROD_0748,1,15.16,15.16
ITEM_00012174,TRANS_003976,PROD_0240,4,16.83,67.32
ITEM_00012175,TRANS_003977,PROD_0469,4,146.03,584.12
ITEM_00012176,TRANS_003977,PROD_0307,4,327.29,1309.16
ITEM_00012177,TRANS_003978,PROD_1747,2,81.38,162.76
ITEM_00012178,TRANS_003978,PROD_1393,2,46.35,92.7
ITEM_00012179,TRANS_003978,PROD_1438,3,23.8,71.4
ITEM_00012180,TRANS_003979,PROD_1918,2,79.51,159.02
ITEM_00012181,TRANS_003979,PROD_1065,4,1167.09,4668.36
ITEM_00012182,TRANS_003980,PROD_0531,2,865.86,1731.72
ITEM_00012183,TRANS_003980,PROD_1478,4,26.27,105.08
ITEM_00012184,TRANS_003980,PROD_0834,2,74.12,148.24
ITEM_00012185,TRANS_003981,PROD_0985,2,110.11,220.22
ITEM_00012186,TRANS_003981,PROD_0805,4,15.94,63.76
ITEM_00012187,TRANS_003982,PROD_1806,3,42.41,127.23
ITEM_00012188,TRANS_003983,PROD_0018,4,35.36,141.44
ITEM_00012189,TRANS_003983,PROD_1533,1,97.9,97.9
ITEM_00012190,TRANS_003983,PROD_1578,1,816.53,816.53
ITEM_00012191,TRANS_003983,PROD_0173,4,50.36,201.44
ITEM_00012192,TRANS_003984,PROD_0120,2,43.81,87.62
ITEM_00012193,TRANS_003985,PROD_1604,3,83.09,249.27
ITEM_00012194,TRANS_003986,PROD_1799,4,150.13,600.52
ITEM_00012195,TRANS_003987,PROD_0612,2,185.17,370.34
ITEM_00012196,TRANS_003987,PROD_0602,3,12.84,38.52
ITEM_00012197,TRANS_003987,PROD_0540,1,93.52,93.52
ITEM_00012198,TRANS_003987,PROD_0081,4,306.83,1227.32
ITEM_00012199,TRANS_003987,PROD_0983,4,74.22,296.88
ITEM_00012200,TRANS_003987,PROD_1718,4,84.15,336.6
ITEM_00012201,TRANS_003988,PROD_1829,4,103.2,412.8
ITEM_00012202,TRANS_003988,PROD_1157,4,85.1,340.4
ITEM_00012203,TRANS_003988,PROD_1922,1,19.28,19.28
ITEM_00012204,TRANS_003988,PROD_1040,1,57.3,57.3
ITEM_00012205,TRANS_003989,PROD_0875,1,78.98,78.98
ITEM_00012206,TRANS_003989,PROD_0144,3,299.59,898.77
ITEM_00012207,TRANS_003989,PROD_0687,3,261.56,784.68
ITEM_00012208,TRANS_003990,PROD_0278,3,389.97,1169.91
ITEM_00012209,TRANS_003990,PROD_1892,3,1246.1,3738.3
ITEM_00012210,TRANS_003990,PROD_0311,4,105.67,422.68
ITEM_00012211,TRANS_003990,PROD_1867,4,68.29,273.16
ITEM_00012212,TRANS_003990,PROD_0564,3,83.87,251.61
ITEM_00012213,TRANS_003990,PROD_1632,2,217.67,435.34
ITEM_00012214,TRANS_003990,PROD_1838,1,98.02,98.02
ITEM_00012215,TRANS_003991,PROD_0591,3,136.1,408.3
ITEM_00012216,TRANS_003991,PROD_0735,4,232.59,930.36
ITEM_00012217,TRANS_003991,PROD_1494,3,1335.7,4007.1
ITEM_00012218,TRANS_003991,PROD_0594,2,23.45,46.9
ITEM_00012219,TRANS_003992,PROD_0002,1,343.38,343.38
ITEM_00012220,TRANS_003992,PROD_0871,1,60.85,60.85
ITEM_00012221,TRANS_003992,PROD_1076,3,82.22,246.66
ITEM_00012222,TRANS_003993,PROD_1477,1,59.02,59.02
ITEM_00012223,TRANS_003993,PROD_1563,4,184.81,739.24
ITEM_00012224,TRANS_003993,PROD_0678,2,1187.1,2374.2
ITEM_00012225,TRANS_003993,PROD_0553,3,19.92,59.76
ITEM_00012226,TRANS_003994,PROD_1028,1,133.89,133.89
ITEM_00012227,TRANS_003994,PROD_1852,1,870.37,870.37
ITEM_00012228,TRANS_003994,PROD_0714,2,92.49,184.98
ITEM_00012229,TRANS_003995,PROD_1351,3,71.76,215.28
ITEM_00012230,TRANS_003995,PROD_1683,4,234.31,937.24
ITEM_00012231,TRANS_003995,PROD_1018,4,68.16,272.64
ITEM_00012232,TRANS_003995,PROD_0274,3,143.29,429.87
ITEM_00012233,TRANS_003995,PROD_0019,1,74.87,74.87
ITEM_00012234,TRANS_003995,PROD_0443,1,530.12,530.12
ITEM_00012235,TRANS_003996,PROD_1723,2,23.97,47.94
ITEM_00012236,TRANS_003997,PROD_1107,2,1332.46,2664.92
ITEM_00012237,TRANS_003998,PROD_0750,2,33.87,67.74
ITEM_00012238,TRANS_003998,PROD_1534,2,1044.37,2088.74
ITEM_00012239,TRANS_003998,PROD_1118,2,81.71,163.42
ITEM_00012240,TRANS_003998,PROD_0257,4,108.75,435.0
ITEM_00012241,TRANS_003999,PROD_1599,1,135.81,135.81
ITEM_00012242,TRANS_004000,PROD_0852,3,766.2,2298.6
ITEM_00012243,TRANS_004000,PROD_1005,3,93.06,279.18
ITEM_00012244,TRANS_004001,PROD_1198,4,14.54,58.16
ITEM_00012245,TRANS_004001,PROD_1186,2,33.06,66.12
ITEM_00012246,TRANS_004002,PROD_0007,4,350.24,1400.96
ITEM_00012247,TRANS_004003,PROD_0493,3,116.28,348.84
ITEM_00012248,TRANS_004004,PROD_0746,3,38.87,116.61
ITEM_00012249,TRANS_004004,PROD_1437,3,25.45,76.35
ITEM_00012250,TRANS_004004,PROD_1802,2,332.01,664.02
ITEM_00012251,TRANS_004004,PROD_0588,3,1418.88,4256.64
ITEM_00012252,TRANS_004004,PROD_1406,2,59.44,118.88
ITEM_00012253,TRANS_004004,PROD_0704,2,80.82,161.64
ITEM_00012254,TRANS_004005,PROD_0866,2,86.57,173.14
ITEM_00012255,TRANS_004005,PROD_1263,2,25.5,51.0
ITEM_00012256,TRANS_004005,PROD_1354,2,244.86,489.72
ITEM_00012257,TRANS_004005,PROD_1421,4,5.85,23.4
ITEM_00012258,TRANS_004006,PROD_1106,1,110.93,110.93
ITEM_00012259,TRANS_004007,PROD_1319,2,56.37,112.74
ITEM_00012260,TRANS_004008,PROD_1592,3,86.83,260.49
ITEM_00012261,TRANS_004008,PROD_0027,3,36.71,110.13
ITEM_00012262,TRANS_004008,PROD_0038,3,127.08,381.24
ITEM_00012263,TRANS_004009,PROD_0755,2,41.33,82.66
ITEM_00012264,TRANS_004009,PROD_0157,1,241.06,241.06
ITEM_00012265,TRANS_004009,PROD_0622,3,68.32,204.96
ITEM_00012266,TRANS_004009,PROD_1495,4,5.82,23.28
ITEM_00012267,TRANS_004009,PROD_0671,3,301.32,903.96
ITEM_00012268,TRANS_004009,PROD_1961,4,64.09,256.36
ITEM_00012269,TRANS_004009,PROD_0259,4,145.68,582.72
ITEM_00012270,TRANS_004010,PROD_1192,2,19.29,38.58
ITEM_00012271,TRANS_004010,PROD_0684,4,1033.29,4133.16
ITEM_00012272,TRANS_004010,PROD_0781,2,315.55,631.1
ITEM_00012273,TRANS_004011,PROD_0355,4,93.3,373.2
ITEM_00012274,TRANS_004011,PROD_1999,3,141.41,424.23
ITEM_00012275,TRANS_004011,PROD_0054,1,65.04,65.04
ITEM_00012276,TRANS_004011,PROD_0532,1,173.35,173.35
ITEM_00012277,TRANS_004012,PROD_0203,3,409.74,1229.22
ITEM_00012278,TRANS_004012,PROD_0574,2,47.15,94.3
ITEM_00012279,TRANS_004012,PROD_1549,4,17.41,69.64
ITEM_00012280,TRANS_004012,PROD_0846,3,16.19,48.57
ITEM_00012281,TRANS_004013,PROD_0612,3,185.17,555.51
ITEM_00012282,TRANS_004013,PROD_1505,4,61.24,244.96
ITEM_00012283,TRANS_004013,PROD_0911,1,197.36,197.36
ITEM_00012284,TRANS_004014,PROD_0643,4,24.67,98.68
ITEM_00012285,TRANS_004014,PROD_0981,2,1256.72,2513.44
ITEM_00012286,TRANS_004014,PROD_1725,1,141.34,141.34
ITEM_00012287,TRANS_004014,PROD_1582,3,174.66,523.98
ITEM_00012288,TRANS_004014,PROD_0147,1,26.15,26.15
ITEM_00012289,TRANS_004015,PROD_0019,3,74.87,224.61
ITEM_00012290,TRANS_004015,PROD_0973,1,145.14,145.14
ITEM_00012291,TRANS_004015,PROD_1718,2,84.15,168.3
ITEM_00012292,TRANS_004016,PROD_0946,3,288.83,866.49
ITEM_00012293,TRANS_004016,PROD_0133,3,45.5,136.5
ITEM_00012294,TRANS_004016,PROD_1496,4,30.87,123.48
ITEM_00012295,TRANS_004016,PROD_0118,2,137.21,274.42
ITEM_00012296,TRANS_004016,PROD_1011,1,40.82,40.82
ITEM_00012297,TRANS_004017,PROD_0404,2,59.63,119.26
ITEM_00012298,TRANS_004017,PROD_0405,4,11.51,46.04
ITEM_00012299,TRANS_004017,PROD_1243,2,425.02,850.04
ITEM_00012300,TRANS_004018,PROD_0896,2,100.88,201.76
ITEM_00012301,TRANS_004018,PROD_0968,4,1459.04,5836.16
ITEM_00012302,TRANS_004018,PROD_1240,3,1204.67,3614.01
ITEM_00012303,TRANS_004019,PROD_1668,4,14.03,56.12
ITEM_00012304,TRANS_004019,PROD_0853,4,83.01,332.04
ITEM_00012305,TRANS_004019,PROD_0966,1,194.36,194.36
ITEM_00012306,TRANS_004020,PROD_1736,1,54.43,54.43
ITEM_00012307,TRANS_004020,PROD_1498,4,63.36,253.44
ITEM_00012308,TRANS_004020,PROD_1510,2,26.15,52.3
ITEM_00012309,TRANS_004021,PROD_1129,1,190.88,190.88
ITEM_00012310,TRANS_004022,PROD_0280,1,141.97,141.97
ITEM_00012311,TRANS_004022,PROD_0410,4,84.08,336.32
ITEM_00012312,TRANS_004023,PROD_1844,3,13.1,39.3
ITEM_00012313,TRANS_004023,PROD_0276,2,516.74,1033.48
ITEM_00012314,TRANS_004024,PROD_0954,4,271.15,1084.6
ITEM_00012315,TRANS_004024,PROD_1899,1,193.39,193.39
ITEM_00012316,TRANS_004024,PROD_1954,3,112.28,336.84
ITEM_00012317,TRANS_004025,PROD_0127,1,17.21,17.21
ITEM_00012318,TRANS_004025,PROD_1832,3,179.91,539.73
ITEM_00012319,TRANS_004025,PROD_1678,4,59.28,237.12
ITEM_00012320,TRANS_004025,PROD_0879,1,38.76,38.76
ITEM_00012321,TRANS_004025,PROD_1519,3,759.47,2278.41
ITEM_00012322,TRANS_004026,PROD_0282,2,152.16,304.32
ITEM_00012323,TRANS_004026,PROD_0580,4,22.21,88.84
ITEM_00012324,TRANS_004026,PROD_0068,2,996.24,1992.48
ITEM_00012325,TRANS_004026,PROD_1559,4,287.56,1150.24
ITEM_00012326,TRANS_004026,PROD_0737,3,538.03,1614.09
ITEM_00012327,TRANS_004026,PROD_1576,1,814.77,814.77
ITEM_00012328,TRANS_004027,PROD_0802,2,35.36,70.72
ITEM_00012329,TRANS_004027,PROD_0336,1,482.55,482.55
ITEM_00012330,TRANS_004027,PROD_0157,2,241.06,482.12
ITEM_00012331,TRANS_004028,PROD_0401,2,89.53,179.06
ITEM_00012332,TRANS_004028,PROD_0943,1,140.68,140.68
ITEM_00012333,TRANS_004028,PROD_0589,1,99.53,99.53
ITEM_00012334,TRANS_004029,PROD_0351,3,56.26,168.78
ITEM_00012335,TRANS_004029,PROD_0941,4,87.27,349.08
ITEM_00012336,TRANS_004029,PROD_0276,3,516.74,1550.22
ITEM_00012337,TRANS_004029,PROD_0820,3,275.38,826.14
ITEM_00012338,TRANS_004029,PROD_1822,4,53.75,215.0
ITEM_00012339,TRANS_004030,PROD_1982,2,432.87,865.74
ITEM_00012340,TRANS_004030,PROD_1414,2,1151.45,2302.9
ITEM_00012341,TRANS_004030,PROD_0833,2,112.11,224.22
ITEM_00012342,TRANS_004031,PROD_1370,2,360.61,721.22
ITEM_00012343,TRANS_004031,PROD_1038,2,14.32,28.64
ITEM_00012344,TRANS_004032,PROD_0824,4,167.95,671.8
ITEM_00012345,TRANS_004032,PROD_1878,4,17.27,69.08
ITEM_00012346,TRANS_004033,PROD_1204,1,11.23,11.23
ITEM_00012347,TRANS_004033,PROD_0597,1,30.89,30.89
ITEM_00012348,TRANS_004033,PROD_1885,1,23.91,23.91
ITEM_00012349,TRANS_004034,PROD_1946,2,32.7,65.4
ITEM_00012350,TRANS_004034,PROD_1738,4,145.94,583.76
ITEM_00012351,TRANS_004034,PROD_1463,3,118.91,356.73
ITEM_00012352,TRANS_004035,PROD_0464,2,159.02,318.04
ITEM_00012353,TRANS_004036,PROD_0687,2,261.56,523.12
ITEM_00012354,TRANS_004037,PROD_1311,4,540.18,2160.72
ITEM_00012355,TRANS_004037,PROD_0376,4,129.58,518.32
ITEM_00012356,TRANS_004037,PROD_1673,3,935.14,2805.42
ITEM_00012357,TRANS_004037,PROD_0059,1,8.19,8.19
ITEM_00012358,TRANS_004037,PROD_1852,4,870.37,3481.48
ITEM_00012359,TRANS_004038,PROD_0004,1,495.7,495.7
ITEM_00012360,TRANS_004039,PROD_0336,3,482.55,1447.65
ITEM_00012361,TRANS_004039,PROD_1030,1,91.72,91.72
ITEM_00012362,TRANS_004040,PROD_0787,1,1485.58,1485.58
ITEM_00012363,TRANS_004041,PROD_0488,3,15.75,47.25
ITEM_00012364,TRANS_004042,PROD_0117,1,15.98,15.98
ITEM_00012365,TRANS_004043,PROD_1931,4,13.46,53.84
ITEM_00012366,TRANS_004043,PROD_1301,2,56.47,112.94
ITEM_00012367,TRANS_004043,PROD_1770,2,29.97,59.94
ITEM_00012368,TRANS_004044,PROD_1591,1,472.39,472.39
ITEM_00012369,TRANS_004045,PROD_0273,4,60.55,242.2
ITEM_00012370,TRANS_004046,PROD_0849,2,65.55,131.1
ITEM_00012371,TRANS_004046,PROD_0045,4,283.58,1134.32
ITEM_00012372,TRANS_004046,PROD_0489,3,176.88,530.64
ITEM_00012373,TRANS_004047,PROD_1624,4,97.92,391.68
ITEM_00012374,TRANS_004047,PROD_1377,2,195.44,390.88
ITEM_00012375,TRANS_004047,PROD_0937,4,105.83,423.32
ITEM_00012376,TRANS_004047,PROD_0609,3,43.76,131.28
ITEM_00012377,TRANS_004047,PROD_1463,1,118.91,118.91
ITEM_00012378,TRANS_004047,PROD_1472,1,97.05,97.05
ITEM_00012379,TRANS_004047,PROD_0707,4,36.81,147.24
ITEM_00012380,TRANS_004048,PROD_0764,4,112.73,450.92
ITEM_00012381,TRANS_004049,PROD_1100,4,84.6,338.4
ITEM_00012382,TRANS_004050,PROD_1783,3,509.13,1527.39
ITEM_00012383,TRANS_004050,PROD_1562,3,135.31,405.93
ITEM_00012384,TRANS_004051,PROD_1170,4,104.13,416.52
ITEM_00012385,TRANS_004052,PROD_1183,1,70.03,70.03
ITEM_00012386,TRANS_004052,PROD_1154,2,48.27,96.54
ITEM_00012387,TRANS_004052,PROD_0285,4,28.93,115.72
ITEM_00012388,TRANS_004052,PROD_1628,1,79.73,79.73
ITEM_00012389,TRANS_004052,PROD_0947,2,83.44,166.88
ITEM_00012390,TRANS_004052,PROD_0345,1,436.09,436.09
ITEM_00012391,TRANS_004053,PROD_0455,4,261.54,1046.16
